"","","","","","","corArray"
"1",0.555284555566428,0.381869173834675,0.430661970857048,0.57086851772043,0.542417121805048,0.5
"2",0.542567051440307,0.534143673334699,0.532834034171664,0.447289040308432,0.507148644699339,0.499993729159028
"3",0.500271906526887,0.540228086178762,0.486332698950733,0.436817025760017,0.476185696065033,0.499898664846181
"4",0.487129490748014,0.440365259326509,0.472560419234229,0.543488909330769,0.530307282214424,0.499478521780977
"5",0.486230929854381,0.468694218560624,0.485892417749801,0.560360374128801,0.485641683429197,0.49831434648249
"6",0.494393586480076,0.443663349381238,0.553412576654893,0.51957161048346,0.510817245294758,0.495767019915648
"7",0.413170036618302,0.547413764335409,0.486566516198237,0.481421946714503,0.465062331878409,0.490926709872451
"8",0.412340666864648,0.525351985236344,0.548059983622236,0.404789286198685,0.52445392800641,0.482555277582294
"9",0.527370759873473,0.447616928822959,0.510683793259617,0.396658459708606,0.499156682165226,0.469036352038599
"10",0.455483904236799,0.51523638275131,0.446746513311105,0.458304305162909,0.385944947851134,0.44836298172395
"11",0.463847171739464,0.405940774233405,0.433382967035933,0.431530044978873,0.430344882593891,0.418214404371278
